zip,state_name,soldBy,customerID,officeID,active_status,days_old,services_completed,services_due,completion_percentage,balance,difference,avg_contract_value,distance_in_miles,population_current,gender_male,age_median,race_white,crime_overall,households_total,households_value,households_yearbuilt,households_occupancy_owned,income_average,income_median,costs_overall
75032,Texas,20117,1127314,9,0,196,1,3.81,0.2625,0,2.8192,356,26.94,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
76137,Texas,17595,1127329,9,1,196,4,3.81,1.0499,0,-0.1808,376,21.32,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
75098,Texas,18541,1127346,9,1,196,4,3.81,1.0499,0,-0.1808,356,19.14,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
76137,Texas,17595,1127360,9,1,196,4,3.81,1.0499,0,-0.1808,485,21.35,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
75050,Texas,18345,1127415,9,1,196,3,3.81,0.7874,0,0.8192,356,14.69,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76179,Texas,20481,1127420,9,0,196,2,3.81,0.5249,0,1.8192,356,29.93,52274,48.40,33,78.97,29,17518,167949,1995,82.61,91882,80603,101
75087,Texas,19083,1127433,9,1,196,4,3.81,1.0499,0,-0.1808,357,25.40,28355,47.21,39,87.71,29,10167,211811,1992,78.30,95842,85905,110
76244,Texas,17590,1127457,9,1,196,4,3.81,1.0499,0,-0.1808,505,21.53,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76182,Texas,23875,1127671,9,1,196,3,3.81,0.7874,96,0.8192,356,17.95,29321,47.66,40,87.82,18,10637,192895,1989,82.40,101062,92589,114
75098,Texas,20702,1127744,9,0,196,1,3.81,0.2625,10,2.8192,357,18.89,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75040,Texas,18347,1127821,9,1,196,3,3.81,0.7874,0,0.8192,491,17.39,61351,47.42,34,54.24,31,18792,118569,1977,73.86,67810,59509,82
75050,Texas,15260,1127839,9,1,196,4,3.81,1.0499,0,-0.1808,361,14.85,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
75032,Texas,18899,1127847,9,0,196,2,3.81,0.5249,0,1.8192,357,26.15,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
76137,Texas,17595,1127850,9,0,196,2,3.81,0.5249,0,1.8192,405,21.27,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
75056,Texas,19203,1127851,9,1,196,3,3.81,0.7874,0,0.8192,485,9.69,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76012,Texas,21713,1127852,9,1,196,3,3.81,0.7874,0,0.8192,436,18.98,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
75098,Texas,19211,1127853,9,1,196,4,3.81,1.0499,0,-0.1808,357,21.51,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75056,Texas,19213,1127854,9,1,196,3,3.81,0.7874,0,0.8192,445,9.51,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76012,Texas,21713,1127855,9,1,196,4,3.81,1.0499,0,-0.1808,405,19.01,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
75068,Texas,20747,1127858,9,1,196,3,3.81,0.7874,0,0.8192,405,17.39,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
76120,Texas,18251,1127860,9,1,196,3,3.81,0.7874,0,0.8192,366,19.45,15681,45.51,31,39.78,104,6634,129760,1992,43.09,62916,51776,95
76040,Texas,20113,1127861,9,1,196,3,3.81,0.7874,118,0.8192,485,13.71,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75056,Texas,17594,1127863,9,1,196,3,3.81,0.7874,0,0.8192,316,10.23,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76012,Texas,22005,1127864,9,1,196,4,3.81,1.0499,0,-0.1808,485,17.97,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
75056,Texas,17594,1127868,9,1,196,4,3.81,1.0499,0,-0.1808,388,10.12,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75048,Texas,19204,1127869,9,1,196,4,3.81,1.0499,0,-0.1808,356,18.29,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
76244,Texas,20190,1127870,9,1,196,3,3.81,0.7874,0,0.8192,357,20.99,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76137,Texas,17595,1127873,9,1,196,3,3.81,0.7874,0,0.8192,485,21.18,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
75056,Texas,18248,1127874,9,1,196,3,3.81,0.7874,0,0.8192,416,10.36,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75098,Texas,18554,1127876,9,1,196,3,3.81,0.7874,0,0.8192,356,19.21,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
76244,Texas,20389,1127878,9,1,196,3,3.81,0.7874,0,0.8192,371,20.86,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75056,Texas,19203,1127879,9,1,196,3,3.81,0.7874,0,0.8192,366,9.68,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75048,Texas,18347,1127881,9,1,196,4,3.81,1.0499,0,-0.1808,491,17.42,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
76244,Texas,17590,1127882,9,1,196,3,3.81,0.7874,0,0.8192,397,21.46,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75056,Texas,17594,1127883,9,0,196,3,3.81,0.7874,0,0.8192,460,10.15,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75048,Texas,18347,1127886,9,1,196,4,3.81,1.0499,0,-0.1808,356,17.18,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
76244,Texas,17590,1127887,9,1,196,4,3.81,1.0499,0,-0.1808,485,21.56,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75056,Texas,17506,1127888,9,1,196,3,3.81,0.7874,0,0.8192,366,10.14,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,18248,1127889,9,1,196,3,3.81,0.7874,0,0.8192,366,10.38,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76040,Texas,17598,1128123,9,1,196,4,3.81,1.0499,0,-0.1808,376,13.09,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75056,Texas,17506,1128131,9,1,196,3,3.81,0.7874,0,0.8192,545,10.14,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75050,Texas,18345,1128133,9,1,196,3,3.81,0.7874,0,0.8192,356,14.73,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
75032,Texas,20028,1128136,9,1,196,3,3.81,0.7874,0,0.8192,357,25.75,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
75056,Texas,19218,1128138,9,1,196,4,3.81,1.0499,0,-0.1808,376,10.44,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75040,Texas,18347,1128140,9,1,196,4,3.81,1.0499,0,-0.1808,375,17.34,61351,47.42,34,54.24,31,18792,118569,1977,73.86,67810,59509,82
75032,Texas,18899,1128142,9,1,196,3,3.81,0.7874,0,0.8192,357,26.17,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
75056,Texas,21816,1128143,9,1,196,3,3.81,0.7874,0,0.8192,565,10.31,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76040,Texas,20114,1128145,9,1,196,4,3.81,1.0499,0,-0.1808,356,12.77,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75050,Texas,18471,1128146,9,1,196,4,3.81,1.0499,0,-0.1808,515,14.19,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
75098,Texas,18390,1128147,9,1,196,3,3.81,0.7874,0,0.8192,356,22.01,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75056,Texas,17542,1128151,9,1,196,3,3.81,0.7874,96,0.8192,356,10.60,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19203,1128152,9,1,196,3,3.81,0.7874,0,0.8192,465,9.64,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76040,Texas,20113,1128155,9,1,196,3,3.81,0.7874,0,0.8192,485,13.75,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75050,Texas,15260,1128156,9,1,196,3,3.81,0.7874,75,0.8192,286,15.05,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76137,Texas,17595,1128161,9,1,196,3,3.81,0.7874,0,0.8192,515,21.42,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76244,Texas,17590,1128162,9,1,196,3,3.81,0.7874,0,0.8192,485,21.58,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76137,Texas,17595,1128164,9,1,196,4,3.81,1.0499,0,-0.1808,376,21.27,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
75094,Texas,19206,1128167,9,1,196,4,3.81,1.0499,0,-0.1808,485,17.23,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
76040,Texas,17598,1128169,9,1,196,4,3.81,1.0499,0,-0.1808,405,13.12,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75056,Texas,20383,1128175,9,1,196,4,3.81,1.0499,0,-0.1808,405,10.68,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75098,Texas,18390,1128296,9,1,196,3,3.81,0.7874,0,0.8192,356,22.11,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75056,Texas,19218,1128321,9,1,196,3,3.81,0.7874,0,0.8192,366,10.53,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,18248,1128323,9,1,196,4,3.81,1.0499,0,-0.1808,525,10.69,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17506,1128329,9,1,196,4,3.81,1.0499,0,-0.1808,485,10.11,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19213,1128330,9,1,196,3,3.81,0.7874,0,0.8192,396,9.52,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,21376,1128333,9,1,196,3,3.81,0.7874,0,0.8192,356,10.87,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75032,Texas,18899,1128334,9,1,196,4,3.81,1.0499,0,-0.1808,357,26.22,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
75087,Texas,19083,1128342,9,1,196,4,3.81,1.0499,0,-0.1808,485,24.66,28355,47.21,39,87.71,29,10167,211811,1992,78.30,95842,85905,110
76137,Texas,14034,1128354,9,1,196,3,3.81,0.7874,0,0.8192,385,21.79,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
75032,Texas,18899,1128356,9,0,196,1,3.81,0.2625,0,2.8192,357,26.20,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
76244,Texas,20190,1128367,9,1,196,3,3.81,0.7874,0,0.8192,357,20.99,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75098,Texas,18606,1128372,9,1,196,3,3.81,0.7874,0,0.8192,356,21.33,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75032,Texas,20117,1128374,9,1,196,3,3.81,0.7874,0,0.8192,485,27.07,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
75098,Texas,18390,1128377,9,1,196,4,3.81,1.0499,0,-0.1808,384,22.10,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75075,Texas,18478,1128380,9,1,196,3,3.81,0.7874,0,0.8192,357,22.71,36055,47.85,42,72.66,29,14423,186946,1982,64.77,92998,81478,119
76040,Texas,20114,1128471,9,1,196,3,3.81,0.7874,0,0.8192,485,12.77,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
76040,Texas,18378,1128489,9,0,196,2,3.81,0.5249,0,1.8192,485,13.31,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
76040,Texas,18489,1128511,9,1,196,4,3.81,1.0499,0,-0.1808,356,14.06,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75050,Texas,15260,1128515,9,1,196,3,3.81,0.7874,0,0.8192,485,14.91,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76012,Texas,18251,1128517,9,1,196,4,3.81,1.0499,0,-0.1808,366,17.59,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
76040,Texas,18489,1128518,9,1,196,3,3.81,0.7874,0,0.8192,356,14.08,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75056,Texas,19243,1128580,9,1,195,3,3.80,0.7895,0,0.8082,515,9.77,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17541,1128589,9,1,195,4,3.80,1.0526,0,-0.1918,482,9.96,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17542,1128590,9,1,195,3,3.80,0.7895,0,0.8082,276,7.30,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17594,1128591,9,1,195,3,3.80,0.7895,0,0.8082,388,10.26,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17542,1128592,9,0,195,2,3.80,0.5263,0,1.8082,485,10.62,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19218,1128594,9,1,195,3,3.80,0.7895,0,0.8082,376,10.52,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75048,Texas,19204,1129521,9,1,195,4,3.80,1.0526,0,-0.1918,276,18.37,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
76039,Texas,21713,1129538,9,1,195,4,3.80,1.0526,0,-0.1918,485,12.60,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
75056,Texas,19218,1129542,9,1,195,4,3.80,1.0526,0,-0.1918,485,10.43,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75098,Texas,18560,1129546,9,1,195,3,3.80,0.7895,86,0.8082,316,22.66,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
76244,Texas,20190,1129557,9,1,195,3,3.80,0.7895,0,0.8082,376,21.11,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76039,Texas,18251,1129563,9,1,195,3,3.80,0.7895,0,0.8082,485,12.60,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
76040,Texas,18489,1129575,9,1,195,4,3.80,1.0526,0,-0.1918,515,13.91,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75056,Texas,18248,1129588,9,1,195,3,3.80,0.7895,0,0.8082,485,10.32,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17594,1129601,9,1,195,3,3.80,0.7895,0,0.8082,485,10.44,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76039,Texas,18251,1129644,9,1,195,4,3.80,1.0526,0,-0.1918,485,12.59,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
75056,Texas,21816,1129651,9,1,195,4,3.80,1.0526,0,-0.1918,485,10.40,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76248,Texas,18080,1129656,9,1,195,3,3.80,0.7895,0,0.8082,376,20.61,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
75098,Texas,18478,1129662,9,1,195,4,3.80,1.0526,0,-0.1918,357,22.48,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75098,Texas,18606,1129667,9,1,195,3,3.80,0.7895,0,0.8082,356,21.75,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75050,Texas,18471,1129671,9,1,195,4,3.80,1.0526,0,-0.1918,336,14.22,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
75048,Texas,18347,1129722,9,1,195,3,3.80,0.7895,0,0.8082,365,18.05,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
75098,Texas,18346,1129788,9,1,195,4,3.80,1.0526,0,-0.1918,361,22.00,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75056,Texas,19203,1129792,9,1,195,4,3.80,1.0526,0,-0.1918,366,9.49,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75048,Texas,18347,1129805,9,1,195,3,3.80,0.7895,118,0.8082,491,18.20,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
75098,Texas,18390,1129815,9,1,195,3,3.80,0.7895,0,0.8082,356,22.12,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
76039,Texas,21713,1129852,9,1,195,4,3.80,1.0526,0,-0.1918,356,12.43,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
75098,Texas,18390,1129891,9,1,195,3,3.80,0.7895,0,0.8082,396,22.20,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
76244,Texas,20190,1129902,9,0,195,2,3.80,0.5263,0,1.8082,485,20.90,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
75056,Texas,3531,1129913,9,1,195,3,3.80,0.7895,0,0.8082,276,10.25,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76040,Texas,20113,1129922,9,1,195,3,3.80,0.7895,0,0.8082,405,13.90,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
76039,Texas,21200,1129950,9,0,195,2,3.80,0.5263,0,1.8082,485,13.00,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
75056,Texas,21376,1129999,9,1,195,4,3.80,1.0526,0,-0.1918,357,10.00,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75010,Texas,21376,1130064,9,1,195,4,3.80,1.0526,0,-0.1918,365,10.03,23049,46.84,35,55.77,12,8873,226582,1996,54.32,98535,80963,115
75050,Texas,18345,1130066,9,1,195,3,3.80,0.7895,0,0.8082,436,14.44,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76040,Texas,18489,1130372,9,1,195,4,3.80,1.0526,0,-0.1918,485,13.83,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
75287,Texas,17506,1130657,9,1,195,3,3.80,0.7895,0,0.8082,376,3.57,51621,47.32,33,53.86,70,27138,278984,1988,20.71,80296,62663,125
75006,Texas,20274,1130660,9,1,195,4,3.80,1.0526,0,-0.1918,485,2.03,48047,47.65,35,61.61,24,17139,158266,1978,54.98,79318,63246,97
75056,Texas,19213,1130661,9,1,195,3,3.80,0.7895,0,0.8082,376,9.44,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75010,Texas,21376,1130663,9,0,195,1,3.80,0.2632,0,2.8082,485,9.95,23049,46.84,35,55.77,12,8873,226582,1996,54.32,98535,80963,115
75056,Texas,19243,1130665,9,1,195,3,3.80,0.7895,0,0.8082,381,9.80,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17594,1130668,9,1,195,3,3.80,0.7895,0,0.8082,485,10.18,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,13642,1130671,9,1,195,4,3.80,1.0526,0,-0.1918,405,10.55,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,20383,1130686,9,1,195,3,3.80,0.7895,0,0.8082,485,9.82,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17594,1130690,9,1,195,3,3.80,0.7895,0,0.8082,517,10.19,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19218,1130694,9,1,195,4,3.80,1.0526,0,-0.1918,485,10.42,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,21816,1130697,9,1,195,4,3.80,1.0526,0,-0.1918,485,10.35,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,18248,1130703,9,1,195,4,3.80,1.0526,0,-0.1918,376,10.02,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17506,1130708,9,1,195,4,3.80,1.0526,0,-0.1918,575,10.17,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19218,1130711,9,1,195,3,3.80,0.7895,0,0.8082,366,10.32,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19218,1130729,9,1,195,4,3.80,1.0526,0,-0.1918,376,10.42,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,20274,1130734,9,1,195,3,3.80,0.7895,0,0.8082,485,10.14,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19215,1130744,9,1,195,4,3.80,1.0526,0,-0.1918,485,9.98,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17506,1130746,9,1,195,4,3.80,1.0526,0,-0.1918,365,10.01,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,18248,1130749,9,1,195,3,3.80,0.7895,0,0.8082,565,10.04,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19203,1130753,9,1,195,4,3.80,1.0526,0,-0.1918,415,9.45,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17542,1130758,9,1,195,4,3.80,1.0526,0,-0.1918,356,9.92,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19203,1130759,9,1,195,4,3.80,1.0526,0,-0.1918,415,9.44,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75010,Texas,21376,1130761,9,0,195,3,3.80,0.7895,0,0.8082,366,9.88,23049,46.84,35,55.77,12,8873,226582,1996,54.32,98535,80963,115
75056,Texas,19243,1130765,9,1,195,3,3.80,0.7895,0,0.8082,485,9.84,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,17506,1130767,9,1,195,3,3.80,0.7895,96,0.8082,366,10.19,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,19218,1130772,9,1,195,4,3.80,1.0526,0,-0.1918,365,10.44,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
75056,Texas,20747,1130775,9,1,195,3,3.80,0.7895,0,0.8082,381,10.01,50281,48.90,33,70.44,14,17381,209292,1992,71.34,106461,95262,108
76137,Texas,17595,1130780,9,1,195,3,3.80,0.7895,0,0.8082,485,21.60,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76244,Texas,20190,1130785,9,1,195,3,3.80,0.7895,0,0.8082,357,21.07,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76137,Texas,17595,1130787,9,1,195,3,3.80,0.7895,0,0.8082,409,21.60,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76248,Texas,18080,1130789,9,1,195,3,3.80,0.7895,0,0.8082,356,20.41,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76137,Texas,18387,1130793,9,1,195,3,3.80,0.7895,0,0.8082,400,21.77,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76244,Texas,17590,1130795,9,1,195,4,3.80,1.0526,0,-0.1918,425,21.39,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76244,Texas,17590,1130798,9,1,195,4,3.80,1.0526,0,-0.1918,505,21.31,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76248,Texas,18080,1130802,9,1,195,4,3.80,1.0526,0,-0.1918,366,20.49,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76244,Texas,17590,1130807,9,1,195,4,3.80,1.0526,0,-0.1918,485,21.43,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76137,Texas,17595,1130810,9,1,195,3,3.80,0.7895,0,0.8082,401,21.40,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76244,Texas,20389,1130814,9,1,195,4,3.80,1.0526,0,-0.1918,446,21.18,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76137,Texas,17595,1130815,9,1,195,3,3.80,0.7895,118,0.8082,485,21.58,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76137,Texas,17595,1130816,9,1,195,2,3.80,0.5263,0,1.8082,485,21.60,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76137,Texas,18387,1130817,9,0,195,2,3.80,0.5263,0,1.8082,361,18.20,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76137,Texas,17595,1130820,9,1,195,3,3.80,0.7895,0,0.8082,405,21.46,56582,48.37,32,69.72,52,20210,140089,1993,63.53,87999,79190,105
76012,Texas,22005,1130830,9,0,195,1,3.80,0.2632,0,2.8082,485,17.96,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
75050,Texas,18471,1130838,9,1,195,3,3.80,0.7895,0,0.8082,405,14.19,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76012,Texas,18251,1130850,9,1,195,4,3.80,1.0526,0,-0.1918,505,17.67,28659,47.30,40,70.86,80,11189,176331,1973,61.32,84995,71108,106
76040,Texas,17598,1130857,9,1,195,4,3.80,1.0526,0,-0.1918,366,13.12,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
76005,NULL,15260,1130867,9,1,195,3,3.80,0.7895,0,0.8082,357,14.90,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76039,Texas,21713,1130876,9,1,195,4,3.80,1.0526,0,-0.1918,515,12.49,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
76040,Texas,20113,1130882,9,1,195,3,3.80,0.7895,0,0.8082,366,13.75,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
76039,Texas,22005,1130885,9,1,195,4,3.80,1.0526,0,-0.1918,555,12.35,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
76040,Texas,20246,1130888,9,1,195,3,3.80,0.7895,0,0.8082,485,12.73,29140,49.43,34,57.60,70,11818,147850,1981,42.50,67211,58375,102
76005,NULL,15260,1130892,9,1,195,3,3.80,0.7895,0,0.8082,555,14.92,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75050,Texas,18345,1130903,9,1,195,4,3.80,1.0526,0,-0.1918,485,14.37,43280,48.04,32,58.28,99,15798,105824,1976,45.03,60920,51232,89
76039,Texas,18251,1130915,9,1,195,3,3.80,0.7895,0,0.8082,516,12.58,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
76039,Texas,17598,1130919,9,1,195,4,3.80,1.0526,0,-0.1918,376,13.02,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
