zip,state_name,soldBy,customerID,officeID,active_status,days_old,services_completed,services_due,completion_percentage,balance,difference,avg_contract_value,distance_in_miles,population_current,gender_male,age_median,race_white,crime_overall,households_total,households_value,households_yearbuilt,households_occupancy_owned,income_average,income_median,costs_overall
76227,Texas,3176,697837,9,1,999,13,12.61,1.0309,0,-0.3808,501,20.40,23757,47.86,33,85.00,14,8034,174180,1999,83.13,86840,78427,102
75048,Texas,3324,697839,9,1,938,12,11.95,1.0042,0,-0.0493,483,17.56,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
75094,Texas,3147,697841,9,1,938,12,11.95,1.0042,0,-0.0493,369,17.51,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
76227,Texas,4432,697842,9,0,999,8,12.61,0.6344,0,4.6192,397,19.99,23757,47.86,33,85.00,14,8034,174180,1999,83.13,86840,78427,102
75068,Texas,3098,697843,9,0,999,11,12.61,0.8723,0,1.6192,380,14.93,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
76227,Texas,3261,697844,9,1,999,13,12.61,1.0309,0,-0.3808,595,20.67,23757,47.86,33,85.00,14,8034,174180,1999,83.13,86840,78427,102
75068,Texas,4427,697845,9,1,999,12,12.61,0.9516,0,0.6192,588,18.11,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
76227,Texas,2868,697848,9,1,999,13,12.61,1.0309,0,-0.3808,392,20.21,23757,47.86,33,85.00,14,8034,174180,1999,83.13,86840,78427,102
75048,Texas,2420,697850,9,1,938,12,11.95,1.0042,0,-0.0493,448,17.70,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
75068,Texas,4427,697853,9,0,993,2,12.55,0.1594,0,10.5534,576,18.09,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
75068,Texas,3098,697857,9,0,999,10,12.61,0.7930,0,2.6192,392,15.03,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
76210,Texas,3176,697860,9,0,938,8,11.95,0.6695,0,3.9507,583,19.31,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76018,Texas,3285,697861,9,1,938,11,11.95,0.9205,0,0.9507,501,22.92,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
75044,Texas,3147,697863,9,1,937,13,11.93,1.0897,0,-1.0603,529,16.53,41179,46.82,39,55.94,28,15262,162572,1983,67.74,83670,72558,105
76018,Texas,2825,697864,9,1,937,10,11.93,0.8382,0,1.9397,464,23.64,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76015,Texas,3316,697865,9,1,938,11,11.95,0.9205,0,0.9507,449,21.82,17139,47.82,36,65.17,70,6925,121431,1980,47.17,67642,56161,101
75094,Texas,2994,697866,9,1,938,12,11.95,1.0042,0,-0.0493,368,17.32,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
75025,Texas,3147,697867,9,0,1000,4,12.63,0.3167,0,8.6301,517,14.62,55598,47.65,37,59.24,29,19939,258600,1995,68.22,126011,103082,118
76210,Texas,3234,697868,9,0,938,10,11.95,0.8368,0,1.9507,356,19.06,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76226,Texas,3098,697870,9,0,937,2,11.93,0.1676,0,9.9397,489,20.00,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
75098,Texas,2573,697873,9,1,938,12,11.95,1.0042,0,-0.0493,501,20.19,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75025,Texas,3321,697874,9,1,1000,13,12.63,1.0293,0,-0.3699,529,14.84,55598,47.65,37,59.24,29,19939,258600,1995,68.22,126011,103082,118
75098,Texas,2365,697875,9,1,938,11,11.95,0.9205,0,0.9507,368,20.39,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75074,Texas,2377,697877,9,0,1000,8,12.63,0.6334,0,4.6301,489,14.54,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75098,Texas,2648,697879,9,0,937,7,11.93,0.5868,0,4.9397,357,18.58,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75094,Texas,2573,697880,9,0,938,7,11.95,0.5858,0,4.9507,517,18.84,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
75070,Texas,2587,697881,9,1,1000,13,12.63,1.0293,0,-0.3699,461,17.19,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
76227,Texas,2604,697883,9,0,1000,3,12.63,0.2375,0,9.6301,529,19.52,23757,47.86,33,85.00,14,8034,174180,1999,83.13,86840,78427,102
75087,Texas,3055,697884,9,0,937,7,11.93,0.5868,0,4.9397,409,26.49,28355,47.21,39,87.71,29,10167,211811,1992,78.30,95842,85905,110
76226,Texas,2868,697891,9,0,937,1,11.93,0.0838,0,10.9397,516,20.42,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
75044,Texas,3147,697896,9,0,934,9,11.90,0.7563,0,2.9068,357,16.49,41179,46.82,39,55.94,28,15262,162572,1983,67.74,83670,72558,105
75074,Texas,3129,697897,9,0,934,7,11.90,0.5882,0,4.9068,397,14.19,45820,49.70,33,58.77,31,15664,153136,1984,56.39,76487,66808,93
75098,Texas,2377,697898,9,0,934,8,11.90,0.6723,0,3.9068,489,19.03,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75044,Texas,3147,697903,9,1,934,13,11.90,1.0924,0,-1.0932,369,16.34,41179,46.82,39,55.94,28,15262,162572,1983,67.74,83670,72558,105
75032,Texas,3147,697904,9,0,933,6,11.89,0.5046,0,5.8959,490,35.23,28806,48.47,36,82.64,17,9534,255040,1995,82.41,113145,96090,104
75044,Texas,2426,697905,9,0,934,8,11.90,0.6723,0,3.9068,540,16.77,41179,46.82,39,55.94,28,15262,162572,1983,67.74,83670,72558,105
75098,Texas,3129,697906,9,0,934,6,11.90,0.5042,0,5.9068,489,19.48,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75094,Texas,3055,697907,9,1,934,12,11.90,1.0084,0,-0.0932,403,17.27,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
76226,Texas,3261,697917,9,1,934,10,11.90,0.8403,0,1.9068,555,20.74,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76226,Texas,3261,697918,9,0,934,9,11.90,0.7563,0,2.9068,489,20.74,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76226,Texas,3049,697926,9,1,934,11,11.90,0.9244,0,0.9068,501,19.32,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76205,Texas,2908,697927,9,0,930,2,11.86,0.1686,0,9.8630,356,21.72,21634,50.17,30,67.69,92,8260,163231,1984,33.77,62338,46913,87
76226,Texas,3261,697928,9,1,934,12,11.90,1.0084,0,-0.0932,555,20.57,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76208,Texas,3161,697929,9,1,934,11,11.90,0.9244,0,0.9068,592,18.51,22132,48.47,33,78.06,70,7784,178658,1996,64.02,83875,70948,98
76210,Texas,2803,697931,9,0,934,6,11.90,0.5042,0,5.9068,356,18.11,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76208,Texas,3161,697935,9,0,934,4,11.90,0.3361,0,7.9068,580,18.51,22132,48.47,33,78.06,70,7784,178658,1996,64.02,83875,70948,98
76210,Texas,2803,697938,9,1,934,13,11.90,1.0924,0,-1.0932,501,18.14,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76025,NULL,2668,697939,9,0,934,10,11.90,0.8403,0,1.9068,381,21.79,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
76226,Texas,3261,697941,9,1,934,12,11.90,1.0084,0,-0.0932,501,20.81,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76209,Texas,3098,697942,9,0,934,11,11.90,0.9244,0,0.9068,501,23.47,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76205,Texas,2668,697943,9,0,932,2,11.88,0.1684,0,9.8849,496,21.94,21634,50.17,30,67.69,92,8260,163231,1984,33.77,62338,46913,87
76210,Texas,3261,697944,9,1,934,12,11.90,1.0084,0,-0.0932,368,20.78,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76209,Texas,3098,697947,9,0,934,2,11.90,0.1681,0,9.9068,356,23.40,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76226,Texas,3137,697948,9,0,934,8,11.90,0.6723,0,3.9068,409,20.99,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76210,Texas,2868,697949,9,0,934,7,11.90,0.5882,0,4.9068,489,20.70,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76002,Texas,3316,697950,9,0,934,2,11.90,0.1681,0,9.9068,511,25.35,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76002,Texas,3250,697951,9,0,934,9,11.90,0.7563,0,2.9068,410,24.84,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76002,Texas,3228,697955,9,0,934,2,11.90,0.1681,0,9.9068,511,24.51,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76001,Texas,2621,697961,9,0,934,1,11.90,0.0840,0,10.9068,489,24.66,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
76018,Texas,3347,697964,9,0,934,3,11.90,0.2521,0,8.9068,489,22.26,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76018,Texas,2825,697968,9,1,934,10,11.90,0.8403,0,1.9068,541,23.70,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76018,Texas,2917,697972,9,0,934,2,11.90,0.1681,0,9.9068,489,22.60,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76018,Texas,2917,697979,9,0,934,1,11.90,0.0840,0,10.9068,489,22.55,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76018,Texas,2917,697986,9,0,934,2,11.90,0.1681,0,9.9068,489,22.60,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76018,Texas,3347,697987,9,0,934,3,11.90,0.2521,0,8.9068,511,22.45,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76001,Texas,2736,697988,9,1,933,10,11.89,0.8410,0,1.8959,555,25.95,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
76018,Texas,2783,697990,9,1,934,12,11.90,1.0084,121,-0.0932,523,23.73,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76002,Texas,3285,697992,9,1,934,11,11.90,0.9244,100,0.9068,369,24.11,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76001,Texas,2736,697993,9,1,934,11,11.90,0.9244,0,0.9068,329,25.93,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
76018,Texas,3347,697996,9,0,934,9,11.90,0.7563,0,2.9068,457,22.28,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76002,Texas,3228,697997,9,0,934,6,11.90,0.5042,0,5.9068,511,24.41,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76002,Texas,2895,698001,9,1,934,11,11.90,0.9244,0,0.9068,523,24.90,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76208,Texas,3161,698008,9,0,936,10,11.92,0.8389,0,1.9288,409,18.55,22132,48.47,33,78.06,70,7784,178658,1996,64.02,83875,70948,98
75094,Texas,2426,698010,9,1,936,12,11.92,1.0067,0,-0.0712,419,17.49,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
75044,Texas,2426,698011,9,0,936,4,11.92,0.3356,0,7.9288,409,16.86,41179,46.82,39,55.94,28,15262,162572,1983,67.74,83670,72558,105
75002,Texas,2994,698014,9,0,934,11,11.90,0.9244,0,0.9068,501,19.46,69033,48.19,35,72.44,7,22392,212795,1994,83.49,108448,101967,105
76018,Texas,2917,698015,9,0,936,2,11.92,0.1678,0,9.9288,489,22.56,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76002,Texas,3234,698016,9,0,936,1,11.92,0.0839,0,10.9288,489,25.03,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76002,Texas,2895,698017,9,0,936,11,11.92,0.9228,0,0.9288,501,25.00,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76039,Texas,3240,698019,9,0,936,3,11.92,0.2517,0,8.9288,489,11.65,34534,47.65,35,65.74,43,15179,158376,1988,41.87,76787,67158,119
76002,Texas,3316,698021,9,0,936,8,11.92,0.6711,0,3.9288,489,25.54,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76226,Texas,3049,698030,9,0,936,6,11.92,0.5034,0,5.9288,369,20.45,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76206,NULL,2550,698031,9,0,936,8,11.92,0.6711,0,3.9288,356,18.11,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
75023,Texas,2573,698035,9,1,997,13,12.59,1.0326,0,-0.4027,449,11.96,45868,47.40,40,73.15,26,17805,182669,1983,69.44,95152,85300,117
76244,Texas,2825,698038,9,1,997,13,12.59,1.0326,0,-0.4027,392,21.23,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76208,Texas,2372,698040,9,0,936,1,11.92,0.0839,0,10.9288,511,18.14,22132,48.47,33,78.06,70,7784,178658,1996,64.02,83875,70948,98
76063,Texas,2736,698044,9,1,937,8,11.93,0.6706,0,3.9397,401,29.95,64218,48.38,35,73.13,18,20920,191428,1995,78.89,104091,95808,100
76262,Texas,3347,698045,9,1,996,13,12.58,1.0334,0,-0.4137,475,18.41,30260,48.88,37,86.08,23,10889,240641,1996,74.38,115988,99880,113
76208,Texas,2372,698046,9,1,936,11,11.92,0.9228,0,0.9288,403,17.98,22132,48.47,33,78.06,70,7784,178658,1996,64.02,83875,70948,98
76226,Texas,3049,698048,9,0,936,10,11.92,0.8389,0,1.9288,623,20.33,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76208,Texas,2550,698049,9,1,936,13,11.92,1.0906,0,-1.0712,501,18.16,22132,48.47,33,78.06,70,7784,178658,1996,64.02,83875,70948,98
76226,Texas,3049,698050,9,1,936,12,11.92,1.0067,0,-0.0712,501,20.49,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76002,Texas,3234,698052,9,0,937,9,11.93,0.7544,0,2.9397,357,25.18,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76248,Texas,3234,698054,9,0,994,2,12.56,0.1592,0,10.5644,489,17.31,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76244,Texas,2825,698056,9,0,997,3,12.59,0.2383,0,9.5973,583,21.47,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76248,Texas,3347,698063,9,0,997,7,12.59,0.5560,0,5.5973,623,18.19,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76148,Texas,4428,698065,9,1,997,12,12.59,0.9531,0,0.5973,454,20.03,23620,48.13,35,81.84,6,8149,101051,1979,81.21,71123,67438,99
76002,Texas,3316,698068,9,1,937,12,11.93,1.0059,0,-0.0603,368,25.51,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
76248,Texas,2917,698070,9,1,997,13,12.59,1.0326,0,-0.4027,555,19.13,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76248,Texas,2783,698073,9,1,997,13,12.59,1.0326,0,-0.4027,595,20.80,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76248,Texas,3234,698074,9,1,997,13,12.59,1.0326,121,-0.4027,501,18.09,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
75082,Texas,2365,698075,9,1,934,12,11.90,1.0084,0,-0.0932,369,15.05,22079,48.20,40,58.45,29,7904,253992,1993,74.27,131298,107056,120
76248,Texas,3234,698077,9,1,997,13,12.59,1.0326,0,-0.4027,393,17.94,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76244,Texas,2918,698079,9,0,997,9,12.59,0.7149,0,3.5973,380,20.82,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76001,Texas,2624,698082,9,0,937,3,11.93,0.2515,0,8.9397,449,24.73,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
76244,Texas,2783,698083,9,1,997,13,12.59,1.0326,0,-0.4027,595,20.73,60036,48.26,30,76.90,8,19071,180872,2002,82.47,100199,95157,103
76001,Texas,3240,698084,9,0,936,8,11.92,0.6711,0,3.9288,388,24.98,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
76071,Texas,2828,698085,9,0,997,2,12.59,0.1589,0,10.5973,489,35.30,2692,51.23,40,89.99,118,968,132221,1982,76.21,70498,58024,98
75040,Texas,2426,698086,9,1,934,12,11.90,1.0084,0,-0.0932,552,17.70,61351,47.42,34,54.24,31,18792,118569,1977,73.86,67810,59509,82
76018,Texas,2825,698092,9,0,936,10,11.92,0.8389,0,1.9288,551,23.56,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
75098,Texas,2573,698099,9,1,936,12,11.92,1.0067,0,-0.0712,368,20.83,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
76001,Texas,2624,698102,9,1,937,12,11.93,1.0059,0,-0.0603,339,24.95,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
76182,Texas,6393,698104,9,0,938,3,11.95,0.2510,0,8.9507,356,19.82,29321,47.66,40,87.82,18,10637,192895,1989,82.40,101062,92589,114
76227,Texas,2589,698105,9,0,997,2,12.59,0.1589,0,10.5973,436,19.25,23757,47.86,33,85.00,14,8034,174180,1999,83.13,86840,78427,102
75068,Texas,3161,698106,9,1,997,13,12.59,1.0326,0,-0.4027,564,17.75,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
76002,Texas,2895,698107,9,0,936,10,11.92,0.8389,0,1.9288,505,24.75,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
75068,Texas,3362,698109,9,1,997,13,12.59,1.0326,0,-0.4027,501,16.21,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
75068,Texas,2550,698116,9,0,997,5,12.59,0.3971,0,7.5973,489,16.23,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
75068,Texas,3362,698117,9,0,997,2,12.59,0.1589,0,10.5973,436,18.06,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
75068,Texas,2668,698118,9,0,997,11,12.59,0.8737,0,1.5973,380,17.94,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
75068,Texas,2550,698119,9,0,997,2,12.59,0.1589,0,10.5973,489,15.44,37615,48.23,31,70.89,14,12156,165760,2001,82.74,84248,79003,96
76248,Texas,3234,698122,9,1,1000,13,12.63,1.0293,0,-0.3699,421,18.00,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
75044,Texas,2426,698123,9,1,936,12,11.92,1.0067,0,-0.0712,512,16.71,41179,46.82,39,55.94,28,15262,162572,1983,67.74,83670,72558,105
76248,Texas,2736,698124,9,0,999,2,12.61,0.1586,0,10.6192,489,18.40,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76063,Texas,2624,698125,9,1,937,11,11.93,0.9220,100,0.9397,410,26.89,64218,48.38,35,73.13,18,20920,191428,1995,78.89,104091,95808,100
76248,Texas,3316,698127,9,1,1000,13,12.63,1.0293,0,-0.3699,392,19.42,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76016,Texas,3347,698129,9,0,936,7,11.92,0.5872,0,4.9288,489,24.65,31598,47.73,43,79.79,51,11799,179022,1982,82.64,109743,90122,115
75082,Texas,2420,698132,9,1,934,14,11.90,1.1765,0,-2.0932,501,15.67,22079,48.20,40,58.45,29,7904,253992,1993,74.27,131298,107056,120
76248,Texas,3240,698133,9,1,999,13,12.61,1.0309,0,-0.3808,392,17.01,35651,47.67,39,87.86,4,12176,270683,1996,81.56,129637,115106,114
76002,Texas,3234,698137,9,0,936,8,11.92,0.6711,0,3.9288,489,25.19,32027,47.58,30,42.06,33,9486,152379,2000,88.67,87789,81405,85
75052,Texas,2895,698139,9,0,936,2,11.92,0.1678,0,9.9288,511,19.69,87266,47.15,32,45.15,55,28100,145167,1991,73.04,81585,71136,88
76227,Texas,3098,698141,9,1,1000,12,12.63,0.9501,121,0.6301,501,20.19,23757,47.86,33,85.00,14,8034,174180,1999,83.13,86840,78427,102
76001,Texas,2736,698143,9,0,937,10,11.93,0.8382,0,1.9397,522,25.79,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
75002,Texas,2587,698144,9,1,936,13,11.92,1.0906,0,-1.0712,476,19.41,69033,48.19,35,72.44,7,22392,212795,1994,83.49,108448,101967,105
75070,Texas,2587,698146,9,1,936,12,11.92,1.0067,0,-0.0712,421,20.15,81669,47.44,34,78.11,10,28075,220738,1999,77.44,113373,104357,111
76182,Texas,3250,698149,9,1,1000,13,12.63,1.0293,0,-0.3699,555,17.99,29321,47.66,40,87.82,18,10637,192895,1989,82.40,101062,92589,114
75094,Texas,2463,698151,9,1,936,12,11.92,1.0067,0,-0.0712,289,16.95,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
75094,Texas,2930,698152,9,0,936,11,11.92,0.9228,0,0.9288,356,18.87,21936,48.98,34,54.90,16,6327,250247,2000,95.64,119796,109352,101
76210,Texas,3137,698154,9,0,937,8,11.93,0.6706,0,3.9397,356,18.18,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76018,Texas,2917,698155,9,0,936,1,11.92,0.0839,0,10.9288,489,22.51,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
75040,Texas,3324,698156,9,0,936,9,11.92,0.7550,0,2.9288,369,17.41,61351,47.42,34,54.24,31,18792,118569,1977,73.86,67810,59509,82
76001,Texas,2624,698160,9,1,937,13,11.93,1.0897,0,-1.0603,461,24.92,30874,48.01,34,63.35,30,10057,157123,1994,83.20,92014,84320,96
76018,Texas,2825,698161,9,0,937,10,11.93,0.8382,0,1.9397,500,23.66,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
76018,Texas,2783,698165,9,0,934,7,11.90,0.5882,0,4.9068,489,23.91,27445,47.37,31,43.74,38,8775,126099,1991,78.11,77820,69036,87
75098,Texas,2648,698166,9,0,933,8,11.89,0.6728,0,3.8959,489,18.61,53836,47.75,32,71.79,24,17330,163593,1997,83.55,90327,82436,98
75040,Texas,3129,698167,9,0,933,4,11.89,0.3364,0,7.8959,489,17.03,61351,47.42,34,54.24,31,18792,118569,1977,73.86,67810,59509,82
75071,Texas,2365,698172,9,1,933,12,11.89,1.0093,0,-0.1041,501,23.16,37585,49.34,32,73.37,22,11921,204403,1999,76.06,94116,86145,95
75048,Texas,2930,698174,9,1,933,13,11.89,1.0934,0,-1.1041,288,17.89,19185,47.46,36,69.43,37,6280,184300,1996,86.48,99319,91743,104
75082,Texas,2463,698179,9,1,932,12,11.88,1.0101,0,-0.1151,523,15.39,22079,48.20,40,58.45,29,7904,253992,1993,74.27,131298,107056,120
76210,Texas,2803,698180,9,0,933,6,11.89,0.5046,0,5.8959,489,18.08,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76210,Texas,3362,698182,9,1,933,12,11.89,1.0093,121,-0.1041,501,19.27,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
75078,Texas,2589,698183,9,0,1000,2,12.63,0.1584,0,10.6301,380,19.27,11070,48.39,34,85.69,9,3516,321284,2000,76.93,124435,117260,107
76226,Texas,3048,698184,9,0,933,8,11.89,0.6728,0,3.8959,356,19.40,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76226,Texas,2550,698188,9,1,917,11,11.72,0.9386,0,0.7205,368,19.84,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76226,Texas,2550,698189,9,1,933,12,11.89,1.0093,0,-0.1041,378,19.83,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76226,Texas,2550,698190,9,1,930,12,11.86,1.0118,0,-0.1370,368,19.84,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76209,Texas,3161,698192,9,0,933,8,11.89,0.6728,0,3.8959,329,24.04,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76209,Texas,3176,698195,9,0,933,2,11.89,0.1682,0,9.8959,569,24.36,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76209,Texas,3137,698198,9,0,933,3,11.89,0.2523,0,8.8959,623,24.68,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76209,Texas,2908,698199,9,1,933,11,11.89,0.9251,0,0.8959,393,23.15,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76207,Texas,3362,698200,9,0,933,7,11.89,0.5887,0,4.8959,356,25.35,12851,47.37,35,80.16,83,5183,172906,1994,59.83,67505,58629,104
76210,Texas,2797,698204,9,0,933,1,11.89,0.0841,0,10.8959,356,25.26,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76226,Texas,3261,698208,9,0,934,9,11.90,0.7563,0,2.9068,511,19.60,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76209,Texas,2668,698209,9,0,933,2,11.89,0.1682,0,9.8959,496,23.71,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76209,Texas,3344,698210,9,1,933,12,11.89,1.0093,0,-0.1041,501,22.38,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76209,Texas,3161,698211,9,0,933,2,11.89,0.1682,0,9.8959,569,23.79,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76209,Texas,3049,698213,9,0,933,2,11.89,0.1682,0,9.8959,511,24.62,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76210,Texas,3362,698215,9,1,933,12,11.89,1.0093,0,-0.1041,501,25.25,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76210,Texas,3362,698216,9,0,933,7,11.89,0.5887,0,4.8959,356,25.23,41082,48.03,34,78.74,26,13860,177723,1998,79.77,97635,88878,104
76209,Texas,3176,698217,9,0,933,2,11.89,0.1682,0,9.8959,569,24.40,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76209,Texas,3137,698220,9,0,931,2,11.87,0.1685,0,9.8740,356,24.81,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
76226,Texas,2550,698221,9,1,933,11,11.89,0.9251,0,0.8959,276,19.52,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76226,Texas,3048,698231,9,0,934,11,11.90,0.9244,0,0.9068,621,19.48,20769,48.94,37,88.61,28,6763,335042,2000,89.71,135895,125550,112
76209,Texas,2668,698232,9,0,934,3,11.90,0.2521,0,8.9068,496,23.78,24437,46.34,32,73.97,96,9396,124003,1977,47.99,63213,54332,96
